label,translation
SMC Gaels men's basketball,SMC Gael de basket-ball masculin
SMC Gaels basketball team,Équipe de basket-ball SMC Gael
SMC Gaels basketball,SMC Gael basket-ball
Saint Mary's men's basketball team,Équipe de basket-ball masculin de Saint Mary
Saint Mary's men's basketball,Basket-ball masculin de Sainte-Marie
Saint Mary's basketball team,Équipe de basket-ball de Saint Mary
Saint Mary's basketball,Basket-ball de Sainte-Marie
SMC men's basketball team,Équipe masculin de basket-ball SMC
SMC men's basketball,Basket-ball masculin SMC
SMC basketball team,Équipe de basket SMC
SMC basketball,SMC basket-ball
Saint Mary's College Gaels men's basketball team,Équipe masculin de basket-ball de Gael de Saint Mary College
Saint Mary's College Gaels men's basketball,Basket-ball masculin de Gael de Saint Mary College
Saint Mary's College Gaels basketball team,Équipe de basket-ball de Gael de Saint Mary College
Saint Mary's College Gaels basketball,Basket-ball de Gael de Saint Mary College
Saint Mary's College men's basketball team,Équipe masculin de basket-ball de Collège Saint Mary
Saint Mary's College men's basketball,Basket-ball masculin Saint Mary College
Saint Mary's College basketball team,Équipe de basket-ball de Collège Saint Mary
Saint Mary's College basketball,Basket-ball de Collège Saint Mary
St. Mary's Gaels men's basketball team,Équipe masculin de basket-ball de Gael de St. Mary
St. Mary's Gaels men's basketball,St. Mary Gael de basket-ball masculin
St. Mary's Gaels basketball team,Équipe de basket-ball de Gael de St. Mary
St. Mary's Gaels basketball,St. Mary Gael basket-ball
St. Mary's men's basketball team,Équipe masculin de basket-ball de St. Mary
St. Mary's men's basketball,Basket-ball masculin de St. Mary
St. Mary's basketball team,Équipe de basket-ball de St. Mary
St. Mary's basketball,Basket-ball de Sainte-Marie
St Mary's Gaels men's basketball team,Équipe masculin de basket-ball de Gael de St Mary
St Mary's Gaels men's basketball,Basket-ball pour homme St Mary Gael
St Mary's Gaels basketball team,Équipe de basket-ball St Mary Gael
St Mary's Gaels basketball,St Mary Gael basket-ball
St Mary's men's basketball team,Équipe de basket-ball masculin de St Mary
St Mary's men's basketball,Basket-ball pour homme St Mary
St Mary's basketball team,Équipe de basket-ball de Sainte-Marie
St Mary's basketball,Basket-ball de Sainte-Marie
San Diego State Aztecs men's basketball,Basket-ball masculin de Aztèque de San Diego
San Diego State basketball,Basket-ball de l de San Diego
San Diego State men's basketball,Basket-ball masculin de l de San Diego
SDSU Aztecs men's basketball,SDSU Aztecs basket-ball pour homme
SDSU men's basketball,SDSU basket-ball pour homme
SDSU basketball,SDSU basket-ball
San Diego State University Aztecs men's basketball,Basket-ball masculin de Aztèque de l d de San Diego
San Diego State University basketball,Basket-ball de l d de San Diego
San Diego State University Aztecs basketball,Basket-ball de Aztèque de l d de San Diego
San Diego State University men's basketball,Basket-ball masculin de l d de San Diego
San Francisco District Attorney's Office,Bureau de procureur de San Francisco
Santa Claus rally,Rallye de Père Noël
Santos FC in South America,Santos FC en Amérique de Sud
Seattle Redhawks men's basketball,Seattle Redhawks de basket-ball masculin
Seattle Chieftains men's basketball,Basket-ball masculin de Chieftain de Seattle
Sexual anorexia,Anorexie sexuel
Shahid Sattari University of Aeronautical Engineering,Shahid Sattari Université de génie aéronautique
The Minds of Billy Milligan,Le esprit de Billy Milligan
Singapore Institute of Technology,Institut de technologie de Singapour
Small Industries Development Bank of India,Banque de développement de petit industrie de l
South Carolina Gamecocks baseball,Baseball Gamecocks de Caroline de Sud
Southern Taiwan University of Science and Technology,Université de science et de le technologie de sud de Taïwan
Sri Jayadeva Institute of Cardiology,Institut de cardiologie de Sri Jayadeva
State Attorney's Office,Bureau de procureur de l
Suria FM,Suria FM
TD Bank Ballpark,Parc de balle de le Banque TD
TaiKoo Place,Lieu de taikoo
1984 Tamil Nadu Legislative Assembly election,1984 Tamil Nadu Élection à l législatif
Tamil Nadu Legislative Assembly election  1984,Élection à l législatif de Tamil Nadu 1984
Tearoom Trade: Impersonal Sex in Public Places,Salon de thé: le sexe impersonnel dans le lieux public
Teikyo University of Science,Université de science de Teikyo
Tennessee Volunteers basketball,Basket-ball de bénévole de Tennessee
University of Tennessee Basketball,Université de basket-ball de Tennessee
UT Volunteers Basketball,UT Volontaire Basketball
Tennessee Volunteers men's basketball team,Équipe masculin de basket-ball de Tennessee Volunteers
Tennessee Volunteers men's team,Équipe masculin de bénévole de Tennessee
Tennessee Volunteers basketball team,Équipe de basket-ball de bénévole de Tennessee
Tennessee men's basketball team,Équipe de basket-ball masculin de Tennessee
Tennessee basketball team,Équipe de basket-ball de Tennessee
Tennessee basketball,Basket-ball de Tennessee
The University of Tennessee men's basketball team,L masculin de basket-ball de l de Tennessee
The University of Tennessee men's basketball,L de Tennessee masculin de basket-ball
The University of Tennessee basketball,L de basket-ball de Tennessee
University of Tennessee men's basketball team,Équipe masculin de basket-ball de l de Tennessee
University of Tennessee basketball team,Équipe de basket-ball de l de Tennessee
University of Tennessee men's basketball,Basket-ball masculin de l de Tennessee
University of Tennessee basketball,Université de basket-ball de Tennessee
The University of Tennessee basketball team,L de basket-ball de l de Tennessee
University of Tennessee  Knoxville men's basketball team,Université de Tennessee équipe masculin de basket-ball de Knoxville
University of Tennessee  Knoxville men's basketball,Université de Tennessee Knoxville basket-ball masculin
University of Tennessee  Knoxville basketball team,Université de Tennessee équipe de basket-ball de Knoxville
University of Tennessee  Knoxville basketball,Université de Tennessee Knoxville basket-ball
UTK men's basketball team,Équipe masculin de basket-ball de l
UTK men's basketball,UTK basket-ball masculin
UTK basketball team,Équipe de basket-ball UTK
UTK basketball,UTK basket-ball
UT men's basketball team,Équipe masculin de basket-ball de l
UT men's basketball,UT basket-ball masculin
UT basketball team,Équipe de basket-ball de l
UT basketball,UT basket-ball
Volunteers men's basketball team,Équipe masculin de basket-ball de bénévole
Volunteers men's basketball,Volontaire basket-ball masculin
UT Knoxville Volunteers men's basketball team,UT Knoxville Volunteers équipe masculin de basket-ball
UT Knoxville Volunteers men's basketball,UT Knoxville Volunteers de basket-ball masculin
UT Knoxville Volunteers basketball,UT Knoxville Volontaires Basket-ball
UT Knoxville Volunteers basketball team,UT Équipe de basket-ball de bénévole de Knoxville
UT Knoxville basketball team,Équipe de basket-ball de l Knoxville
UT Knoxville men's basketball team,Équipe masculin de basket-ball de l Knoxville
UT Knoxville men's basketball,UT Knoxville basket-ball masculin
UT Knoxville basketball,UT Knoxville basket-ball
The Battle of the Books,Le bataille de livre
Battle of the Books,Bataille de livre
The Good Man of Nanking,Le bon homme de Nankin
The Guns of the South,Le Canon de Sud
The Power of Myth,Le pouvoir de mythe
The Public Authority for Applied Education and Training,Autorité public pour l et le formation appliqué
The Soul of a New Machine,L d nouveau machine
Toyota AE85,Toyota AE85
Toyota Corolla SR5,Toyota Corolla SR5
Transport for NSW,Transport pour NSW
Transport for New South Wales,Transport pour le Nouvelle-Galles de Sud
2013 Tripura Legislative Assembly election,Élection à l législatif de Tripura en 2013
Tripura Legislative Assembly election  2013,Tripura Élection à l législatif 2013
1989 Turkish local elections,Élection local turc de 1989
1999 Turkish local elections,Élection local turc de 1999
UCLA Bruins gymnastics,Gymnastique UCLA Bruins
UEFA Euro 1992 Group 1,UEFA Euro 1992 Groupe 1
UTEP Miners men's basketball,UTEP Miners de basket-ball masculin
Texas Western Miners men's basketball,Basket-ball masculin Texa Western Miners
For the Future,Pour l
Ukraine of the Future,L de l
2012 United States House of Representatives elections in California,Élection de le Chambre de représentant de États-Unis de 2012 en Californie
United States House of Representatives elections in California  2012,Élection de le Chambre de représentant de États-Unis en Californie 2012
2014 United States Senate election in Alabama,Élection sénatoriale américaine de 2014 en Alabama
United States Senate election in Alabama  2014,Élection sénatorial américaine en Alabama 2014
2004 United States Senate election in Alaska,Élection sénatoriale américaine de 2004 en Alaska
United States Senate election in Alaska  2004,Élection sénatoriale américaine en Alaska 2004
1992 United States Senate election in Arizona,Élection sénatoriale américaine de 1992 en Arizona
United States Senate election in Arizona  1992,Élection sénatorial américaine en Arizona en 1992
1988 United States Senate election in California,Élection sénatoriale américaine de 1988 en Californie
United States Senate election in California  1988,Élection sénatorial américaine en Californie 1988
1992 United States Senate election in California,Élection sénatoriale américaine de 1992 en Californie
United States Senate election in California  1992,Élection sénatorial américaine en Californie 1992
2004 United States Senate election in California,Élection sénatoriale américaine de 2004 en Californie
United States Senate election in California  2004,Élection sénatorial américaine en Californie 2004
2012 United States Senate election in California,Élection sénatoriale américaine de 2012 en Californie
United States Senate election in California  2012,Élection sénatorial américaine en Californie 2012
1978 United States Senate election in Delaware,Élection sénatoriale américaine de 1978 dans le Delaware
United States Senate election in Delaware  1978,Élection sénatoriale américaine dans le Delaware 1978
1990 United States Senate election in Delaware,Élection sénatoriale américaine de 1990 dans le Delaware
United States Senate election in Delaware  1990,Élection sénatoriale américaine dans le Delaware en 1990
2000 United States Senate election in Florida,2000 Élection sénatorial à États-Unis en Floride
United States Senate election in Florida  2000,Élection sénatorial américain en Floride 2000
2006 United States Senate election in Florida,Élection sénatorial américain de 2006 en Floride
United States Senate election in Florida  2006,Élection sénatorial américain en Floride 2006
2002 United States Senate election in Maine,Élection sénatoriale américaine de 2002 dans le Maine
United States Senate election in Maine  2002,Élection sénatoriale américaine dans le Maine en 2002
2012 United States Senate election in Maryland,Élection sénatoriale américaine de 2012 dans le Maryland
United States Senate election in Maryland  2012,Élection sénatoriale américaine dans le Maryland en 2012
1994 United States Senate election in Massachusetts,Élection sénatoriale américaine de 1994 dans le Massachusetts
United States Senate election in Massachusetts  1994,Élection sénatoriale américaine dans le Massachusetts en 1994
2000 United States Senate election in Massachusetts,Élection sénatoriale américaine de 2000 dans le Massachusetts
United States Senate election in Massachusetts  2000,Élection sénatoriale américaine dans le Massachusetts en 2000
2008 United States Senate election in Massachusetts,Élection sénatoriale américaine de 2008 dans le Massachusetts
United States Senate election in Massachusetts  2008,Élection sénatoriale américaine dans le Massachusetts en 2008
