label,translation
United States presidential election in Iowa  1996,Elección presidencial de el Estados Unidos en Iowa 1996
2000 United States presidential election in Iowa,Elección presidencial de el Estados Unidos en Iowa en 2000
United States presidential election in Iowa  2000,Elección presidencial de el Estados Unidos en Iowa 2000
1996 United States presidential election in Kansas,1996 Elección presidencial de el Estados Unidos en Kansas
United States presidential election in Kansas  1996,Elección presidencial de el Estados Unidos en Kansas 1996
2000 United States presidential election in Maryland,Elección presidencial de el Estados Unidos en Maryland en 2000
United States presidential election in Maryland  2000,Elección presidencial de el Estados Unidos en Maryland 2000
2004 United States presidential election in Maryland,Elección presidencial de el Estados Unidos de 2004 en Maryland
United States presidential election in Maryland  2004,Elección presidencial de el Estados Unidos en Maryland 2004
1992 United States presidential election in Minnesota,Elección presidencial de el Estados Unidos de 1992 en Minnesota
United States presidential election in Minnesota  1992,Elección presidencial de el Estados Unidos en Minnesota 1992
1996 United States presidential election in Minnesota,1996 Elección presidencial de el Estados Unidos en Minnesota
United States presidential election in Minnesota  1996,Elección presidencial de el Estados Unidos en Minnesota 1996
2008 United States presidential election in Mississippi,Elección presidencial de el Estados Unidos de 2008 en Mississippi
United States presidential election in Mississippi  2008,Elección presidencial de el Estados Unidos en el Mississippi 2008
2004 United States presidential election in Nebraska,Elección presidencial de el Estados Unidos de 2004 en Nebraska
United States presidential election in Nebraska  2004,Elección presidencial de el Estados Unidos en Nebraska 2004
2004 United States presidential election in New Hampshire,Elección presidencial de el Estados Unidos de 2004 en New Hampshire
United States presidential election in New Hampshire  2004,Elección presidencial de el Estados Unidos en New Hampshire 2004
1980 United States presidential election in North Carolina,Elección presidencial de el Estados Unidos de 1980 en Carolina del Norte
United States presidential election in North Carolina  1980,Elección presidencial de el Estados Unidos en Carolina del Norte 1980
1984 United States presidential election in North Carolina,Elección presidencial de el Estados Unidos en Carolina del Norte de 1984
United States presidential election in North Carolina  1984,Elección presidencial de el Estados Unidos en Carolina del Norte 1984
1992 United States presidential election in Oklahoma,Elección presidencial de el Estados Unidos de 1992 en Oklahoma
United States presidential election in Oklahoma  1992,Elección presidencial de el Estados Unidos en Oklahoma 1992
2008 United States presidential election in Oregon,Elección presidencial de el Estados Unidos de 2008 en Oregon
United States presidential election in Oregon  2008,Elección presidencial de el Estados Unidos en Oregon 2008
1948 United States presidential election in Pennsylvania,Elección presidencial de el Estados Unidos en Pensilvania de 1948
United States presidential election in Pennsylvania  1948,Elección presidencial de el Estados Unidos en Pensilvania 1948
1980 United States presidential election in Pennsylvania,Elección presidencial de el Estados Unidos de 1980 en Pensilvania
United States presidential election in Pennsylvania  1980,Elección presidencial de el Estados Unidos en Pensilvania 1980
1992 United States presidential election in Pennsylvania,1992 Elección presidencial de el Estados Unidos en Pennsilvania
United States presidential election in Pennsylvania  1992,Elección presidencial de el Estados Unidos en Pennsilvania 1992
2000 United States presidential election in South Carolina,Elección presidencial de el Estados Unidos en Carolina del Sur en 2000
United States presidential election in South Carolina  2000,Elección presidencial de el Estados Unidos en Carolina del Sur 2000
2004 United States presidential election in Tennessee,Elección presidencial de el Estados Unidos de 2004 en Tennessee
United States presidential election in Tennessee  2004,Elección presidencial de el Estados Unidos en Tennessee 2004
2004 United States presidential election in Texas,Elección presidencial de el Estados Unidos de 2004 en Texas
United States presidential election in Texas  2004,Elección presidencial de el Estados Unidos en Texas 2004
1992 United States presidential election in Wyoming,Elección presidencial de el Estados Unidos en Wyoming 1992
United States presidential election in Wyoming  1992,Elección presidencial de el Estados Unidos en Wyoming 1992
University of Calicut,Universidad de Calicut
University of Mohaghegh Ardabili,Universidad de Mohaghegh Ardabili
University of Sharjah,Universidad de Sharjah
Upper cloth controversy,Controversia de el tela superior
Utah Utes men's basketball,Baloncesto de Utah Utes masculino
2007 Uttar Pradesh Legislative Assembly election,Elección a el Asamblea Legislativa de Uttar Pradesh en 2007
Uttar Pradesh Legislative Assembly election  2007,Elección a el Asamblea Legislativa de Uttar Pradesh 2007
Van's Aircraft RV-12,Aeronave de Van RV-12
Van's RV-12,RV-12 de el furgoneta
Vans RV-12,Vanes RV-12
Vans Aircraft RV-12,Aeronave de Vans RV-12
vert skateboarding,skateboarding de vert
vertical skateboarding,patinaje vertical
vert skating,patinaje invertido
vertical skating,patinaje vertical
2010 Victorian state election,Elección estatal de Victoria en 2010
Victorian state election  2010,Elección estatal de Victoria 2010
2014 Washington  D.C. mayoral election,Elección a el alcaldía de 2014 en Washington D.C
Washington  D.C. mayoral election  2014,Washington D.C. Elección alcalde de 2014
Welfare Party of India,Partido del Bienestar de el India
2013 Western Australian state election,Elección estatal de Australia Occidental de 2013
Western Australian state election  2013,Elección estatal de Australia Occidental 2013
White House Office of the Press Secretary,Oficina de el Secretaría de Prensa de el Casa Blanca
2006 Wisconsin gubernatorial election,Elección a gobernador de Wisconsin en 2006
Wisconsin gubernatorial election  2006,Elección a gobernador de Wisconsin 2006
Xilinx ISE,Xilinx ISE
ISE Design Suite,Suite de diseño de ISE
2002 Florida gubernatorial election,Elección a gobernador en Florida de 2002
Florida gubernatorial election  2002,Elección a el gobernación de el Florida 2002
Wielka pętla bieszczadzka,Wielka pętla biszczadzkar
2012 São Paulo mayoral election,Elección a el alcaldía de São Paulo 2012
2012 municipal elections in São Paulo,Elección municipal de 2012 en São Paulo
The First Half of My Life,El primero mitad de mi vida
From Emperor to Citizen: The Autobiography of Aisin-Gioro Pu Yi,De emperador a ciudadano: El autobiografía de Aisin-Gioro Pu Yi
Independent of Angola,Independiente de Angola
Ho Chi Minh National Academy of Politics,Academia Nacional de Políticas de Ho Chi Minh
Committee on Ethnic Minority Affairs,Comisión de Asuntos de el Minorías Étnico
Shahrud University of Technology,Universidad de Tecnología de Shahrud
Shahrood University of Technology,Universidad de Tecnología de Shahrood
National Institute of Infectious Diseases,Instituto Nacional de Enfermedades Infecciosas
National Institute of Health,Instituto Nacional de Salud
Directorate General of Highways,Dirección General de Carreteras
Chang'an  Tang Empire,Chang el Imperio Tang
Tang Chang'an,Tang Chang
Kano baseball team,Equipo de béisbol Kano
Kagi Agricultural and Forestry School baseball team,Equipo de béisbol de el Escuela de Agricultura y Forestal Kagi
Ministry of Sports,Ministerio de Deportes
De Lin Institute of Technology,Instituto de Tecnología de De Lin
Hungkuo Delin University of Technology,Universidad de Tecnología de Hungkuo Delin
Sze Hai College of Technology and Commerce,Escuela de Tecnología y Comercio de Sze Hai
Singapore University of Technology and Design,Universidad de Singapur de Tecnología y Diseño
Traditional Vietnamese musical instruments,Instrumento musical tradicional vietnamita
Movement of Socialists,Movimiento de el Socialistas
Modenas Kriss series,Serie Modenas Kriss
satellite tool kit,botiquito de herramienta de satélite
ABC Radio,Radio ABC
FC Tiamo Hirakata,FC Tiamo Hirakata
SG Holdings,Holdings del SG
Struggle Movement Against The Amendment of The Japan-United States Security Treaty in 1960 and 1970 Japan,Movimiento de lucha contra el enmienda del Tratado de Seguridad entre el Japón y el Estados Unidos en 1960 y 1970 Japón
(1960 and 1970) Anpo Struggle,(1960 y 1970) Lucha de Anpo
Boku no Natsuyasumi,Boku no Natsuyasumi
Toyota Prius α,Toyota Prius α
Toyota Grand HiAce,Toyota Gran HiAce
NAGOYA DIAMOND Dolphins,Delfines del diamante de NAGOYA
Sanriku-kita Jukan road,Camino de Sanriku-kita Jukan
Sanriku-kita road,Camino de Sanriku-kita
UeShin motorway,autopista UeShin
Small and Medium Enterprise Agency,Agencia de el Pequeña y Mediana Empresa
The Graduate School of Project Design,El Escuela de Posterior de Diseño de Proyectos
Twenty-four Eyes,Veinticuatro ojos
Taiwan Hospitality and Tourism University,Universidad de Hospitalidad y Turismo de Taiwán
Army of Two,Ejército de dos
JPX Group,Grupo JPX
Nihon University College of Art,Escuela de Arte de el Universidad de Nihon
Japan Championships in Athletics,Campeonato de Japón en Atletismo
TOSHIBA KAWASAKI BraveThunders,Toshiba Kawasaki BraveThunders
TOSHIBA BraveThunders,TOSHIBA BraveThunders
TOSHIBA BraveThunders KANAGAWA,Toshiba BraveThunders Kanagawa
TOSHIBA RedThunders,TOSHIBA RedThunders
Atami Beach line,Línea de el playa Atami
The King’s Two Bodies,El Reyes Dos Cuerpos
92nd National High School Baseball Championship,92o Campeonato Nacional de Béisbol de el Escuela Secundaria
House of the First Shō,Casa del Primer Shō
CTBC Financial Management College,Escuela de Gestión Financiera de CTBC
Kazan'in family,Familia Kazan
Kazanoin family,Familia Kazanoin
Kasan'in family,Familia Kasan
railway photography,fotografía de ferrocarril
Rokugō no Mori,Rokugo no Mori
Myoclonic epilepsy,Epilepsia mioclónicar
cock docking,acoplamiento de gallo
foreskin play,juego de prepucio
gay docking,acoplamiento gay
subdistrict of Iraq,subdistrito de Irak
nature religion,religión de el naturaleza
Shan Nationalities League for Democracy,Liga de Nacionalidades Shan por el Democracia
UIN Syarif Hidayatullah Jakarta,UIN Syarif Hidayatullah Yakarta
Park Geun-hye Government,Gobierno de Park Geun-hye
2007–08 UEFA Champions League knockout stage,Etapa de knockout de el Liga de Campeones de el UEFA 2007-08
2007-08 UEFA Champions League knockout stage,Etapa de nocaut de el Liga de Campeones de el UEFA 2007-08
1962 Madras Legislative Assembly election,Elección a el Asamblea Legislativa de Madras 1962
Madras State legislative assembly election  1962,Elección a el asamblea legislativo del Estado de Madras 1962
Hindu Religious and Charitable Endowments Department,Departamento de Dotaciones Religiosas y Benéficas Hindúes
folk instrument,instrumento popular
building construction,construcción de edificio
1967 Greek coup d'état,golpe de Estado griego de 1967
thyroid neoplasm,neoplasmar tiroidea
thyroid neoplasms,neoplasia tiroidea
Dhaka University of Engineering & Technology,Universidad de Ingeniería y Tecnología de Dhaka
College of Engineering  Faculty of Engineering  University of Dhaka,Facultad de Ingeniería Facultad de Ingeniería Universidad de Dhaka
Dhaka Engineering college,Escuela de Ingeniería de Dhaka
Bangladesh Institute of Technology Dhaka,Instituto de Tecnología de Bangladesh Daka
I Hope They Serve Beer in Hell,Esperar que servir cerveza en el infierno
